Column1,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
FDE45,12.1,Low Fat,0.04,Fruits and Vegetables,180.0,OUT013,1987,High,Tier 3,Supermarket Type1,4656.61,38
FDG47,12.8,Low Fat,0.07,Starchy Foods,262.83,OUT017,2007,Medium,Tier 2,Supermarket Type1,2885.58,18
NCP02,12.857645184135976,Low Fat,0.04,Household,59.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,2192.48,40
FDW02,4.805,Regular,0.04,Dairy,125.57,OUT046,1997,Small,Tier 1,Supermarket Type1,3880.28,28
NCM53,18.75,Low Fat,0.05,Health and Hygiene,105.73,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.03,28
FDD47,7.6,Regular,0.14,Starchy Foods,171.34,OUT013,1987,High,Tier 3,Supermarket Type1,3238.45,38
FDE28,9.5,Regular,0.13,Frozen Foods,228.67,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6,21
FDV12,16.7,Regular,0.06,Baking Goods,100.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463.46,16
FDE36,5.26,Regular,0.04,Baking Goods,165.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.02,16
FDU45,15.6,Regular,0.04,Snack Foods,112.45,OUT046,1997,Small,Tier 1,Supermarket Type1,3301.7,28
FDP28,13.65,Regular,0.08,Frozen Foods,260.19,OUT013,1987,High,Tier 3,Supermarket Type1,3914.9,38
FDH33,12.85,Low Fat,0.12,Snack Foods,43.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,703.08,23
FDO44,12.6,Low Fat,0.09,Fruits and Vegetables,109.92,OUT035,2004,Small,Tier 2,Supermarket Type1,663.14,21
FDR07,12.857645184135976,Low Fat,0.14,Fruits and Vegetables,94.11,OUT019,1985,Small,Tier 1,Grocery Store,190.42,40
FDJ45,17.75,Low Fat,0.07,Seafood,35.12,OUT035,2004,Small,Tier 2,Supermarket Type1,830.92,21
FDS59,14.8,Regular,0.07,Breads,110.86,OUT010,1998,Medium,Tier 3,Grocery Store,329.57,27
FDU34,18.25,Low Fat,0.08,Snack Foods,125.9,OUT013,1987,High,Tier 3,Supermarket Type1,2365.59,38
NCL06,14.65,Low Fat,0.12,Household,261.76,OUT010,1998,Medium,Tier 3,Grocery Store,523.32,27
FDR37,16.5,Regular,0.11,Breakfast,181.63,OUT010,1998,Medium,Tier 3,Grocery Store,1094.58,27
NCM53,18.75,Low Fat,0.05,Health and Hygiene,105.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704.45,16
DRG25,10.5,Low Fat,0.02,Soft Drinks,188.42,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.09,21
DRE25,15.35,Low Fat,0.07,Soft Drinks,91.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.94,26
FDZ45,14.1,Low Fat,0.07,Snack Foods,197.11,OUT045,2002,Medium,Tier 2,Supermarket Type1,2182.49,23
NCV53,8.27,Low Fat,0.03,Health and Hygiene,239.09,OUT010,1998,Medium,Tier 3,Grocery Store,719.06,27
FDR55,12.15,Regular,0.13,Fruits and Vegetables,190.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781.74,16
FDS47,12.857645184135976,Low Fat,0.0,Breads,87.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.6,40
DRG27,8.895,Low Fat,0.11,Dairy,41.11,OUT046,1997,Small,Tier 1,Supermarket Type1,690.43,28
FDA02,14.0,Regular,0.03,Dairy,145.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300.31,26
FDF45,18.2,Regular,0.01,Fruits and Vegetables,56.89,OUT045,2002,Medium,Tier 2,Supermarket Type1,1406.17,23
FDZ58,17.85,Low Fat,0.05,Snack Foods,122.81,OUT046,1997,Small,Tier 1,Supermarket Type1,857.55,28
NCH30,17.1,Low Fat,0.07,Household,115.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490.09,26
FDN03,9.8,Regular,0.03,Meat,248.54,OUT010,1998,Medium,Tier 3,Grocery Store,751.02,27
FDH12,9.6,Low Fat,0.09,Baking Goods,105.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28,26
NCH54,13.5,Low Fat,0.12,Household,161.69,OUT010,1998,Medium,Tier 3,Grocery Store,159.79,27
DRH01,17.5,Low Fat,0.1,Soft Drinks,172.97,OUT045,2002,Medium,Tier 2,Supermarket Type1,4344.34,23
FDX01,12.857645184135976,Low Fat,0.02,Canned,115.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980.76,40
FDD34,7.945,Low Fat,0.02,Snack Foods,163.52,OUT017,2007,Medium,Tier 2,Supermarket Type1,1794.33,18
FDC53,12.857645184135976,Low Fat,0.01,Frozen Foods,96.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.15,40
FDO28,5.765,Low Fat,0.07,Frozen Foods,120.01,OUT013,1987,High,Tier 3,Supermarket Type1,1687.14,38
DRJ51,14.1,Low Fat,0.09,Dairy,231.17,OUT017,2007,Medium,Tier 2,Supermarket Type1,7602.1,18
FDD14,20.7,Low Fat,0.17,Canned,184.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,1659.84,16
FDW35,10.6,Low Fat,0.01,Breads,42.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,167.78,16
NCH18,9.3,Low Fat,0.04,Household,245.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.8,26
FDK20,12.6,Regular,0.04,Fruits and Vegetables,122.01,OUT017,2007,Medium,Tier 2,Supermarket Type1,1347.58,18
FDY47,8.6,Regular,0.05,Breads,130.13,OUT046,1997,Small,Tier 1,Supermarket Type1,1557.97,28
FDG32,19.85,Low Fat,0.18,Fruits and Vegetables,222.08,OUT013,1987,High,Tier 3,Supermarket Type1,2001.39,38
FDC20,10.65,Low Fat,0.02,Fruits and Vegetables,56.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.27,16
NCS29,9.0,Low Fat,0.07,Health and Hygiene,266.59,OUT035,2004,Small,Tier 2,Supermarket Type1,6624.71,21
FDG53,10.0,Low Fat,0.05,Frozen Foods,138.52,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.09,21
FDV26,20.25,Regular,0.08,Dairy,196.28,OUT046,1997,Small,Tier 1,Supermarket Type1,2731.11,28
FDE40,15.6,Regular,0.1,Dairy,63.12,OUT017,2007,Medium,Tier 2,Supermarket Type1,1300.31,18
FDM02,12.5,Regular,0.07,Canned,87.12,OUT046,1997,Small,Tier 1,Supermarket Type1,1657.18,28
FDU11,4.785,Low Fat,0.09,Breads,118.61,OUT017,2007,Medium,Tier 2,Supermarket Type1,361.53,18
FDB51,6.92,Low Fat,0.04,Dairy,63.59,OUT035,2004,Small,Tier 2,Supermarket Type1,751.02,21
FDQ03,15.0,Regular,0.08,Meat,238.82,OUT045,2002,Medium,Tier 2,Supermarket Type1,3555.37,23
DRK35,8.365,Low Fat,0.07,Hard Drinks,38.35,OUT045,2002,Medium,Tier 2,Supermarket Type1,986.72,23
FDZ32,7.785,Regular,0.04,Fruits and Vegetables,103.9,OUT045,2002,Medium,Tier 2,Supermarket Type1,946.77,23
FDU38,10.8,Low Fat,0.08,Dairy,191.65,OUT013,1987,High,Tier 3,Supermarket Type1,2492.76,38
DRM11,6.57,Low Fat,0.07,Hard Drinks,261.03,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.24,28
FDS36,8.38,Regular,0.05,Baking Goods,110.56,OUT013,1987,High,Tier 3,Supermarket Type1,3845.0,38
FDO52,11.6,Regular,0.08,Frozen Foods,172.51,OUT046,1997,Small,Tier 1,Supermarket Type1,2566.66,28
FDA04,11.3,Regular,0.07,Frozen Foods,257.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,2330.97,26
NCE31,7.67,Low Fat,0.19,Household,35.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,69.24,16
FDC33,8.96,Regular,0.07,Fruits and Vegetables,196.98,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.08,21
FDS33,6.67,Regular,0.12,Snack Foods,88.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,885.51,23
NCJ05,18.7,Low Fat,0.05,Health and Hygiene,153.67,OUT017,2007,Medium,Tier 2,Supermarket Type1,1677.15,18
FDN51,17.85,Regular,0.02,Meat,261.59,OUT017,2007,Medium,Tier 2,Supermarket Type1,6002.85,18
FDZ10,12.857645184135976,Low Fat,0.08,Snack Foods,127.2,OUT019,1985,Small,Tier 1,Grocery Store,506.01,40
NCQ30,7.725,Low Fat,0.03,Household,123.84,OUT017,2007,Medium,Tier 2,Supermarket Type1,1340.26,18
FDL09,19.6,Regular,0.13,Snack Foods,167.48,OUT013,1987,High,Tier 3,Supermarket Type1,3691.2,38
FDU03,18.7,Regular,0.09,Meat,182.33,OUT035,2004,Small,Tier 2,Supermarket Type1,3831.01,21
FDQ32,12.857645184135976,Regular,0.08,Fruits and Vegetables,122.34,OUT019,1985,Small,Tier 1,Grocery Store,371.52,40
FDI38,13.35,Regular,0.01,Canned,207.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.08,28
FDE36,5.26,Regular,0.04,Baking Goods,161.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,5077.39,26
FDY02,8.945,Regular,0.09,Dairy,261.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1840.94,16
NCA17,20.6,Low Fat,0.05,Health and Hygiene,149.64,OUT045,2002,Medium,Tier 2,Supermarket Type1,894.84,23
DRJ25,14.6,Low Fat,0.15,Soft Drinks,48.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,26
FDI26,5.94,Low Fat,0.03,Canned,177.13,OUT045,2002,Medium,Tier 2,Supermarket Type1,2854.95,23
FDT50,6.75,Regular,0.11,Dairy,96.98,OUT045,2002,Medium,Tier 2,Supermarket Type1,958.75,23
FDR02,16.7,Low Fat,0.02,Dairy,109.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1000.7,16
NCY05,13.5,Low Fat,0.06,Health and Hygiene,34.69,OUT017,2007,Medium,Tier 2,Supermarket Type1,317.59,18
FDI50,8.42,Regular,0.03,Canned,230.84,OUT013,1987,High,Tier 3,Supermarket Type1,3435.53,38
FDW56,7.68,Low Fat,0.07,Fruits and Vegetables,193.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,5772.49,16
FDS32,17.75,Regular,0.03,Fruits and Vegetables,139.98,OUT017,2007,Medium,Tier 2,Supermarket Type1,1123.87,18
FDT48,4.92,Low Fat,0.05,Baking Goods,199.11,OUT018,2009,Medium,Tier 3,Supermarket Type2,4761.8,16
FDU57,8.27,Regular,0.09,Snack Foods,148.77,OUT045,2002,Medium,Tier 2,Supermarket Type1,2708.47,23
FDL51,20.7,Regular,0.05,Dairy,214.69,OUT013,1987,High,Tier 3,Supermarket Type1,3001.43,38
FDO52,11.6,Regular,0.08,Frozen Foods,170.21,OUT035,2004,Small,Tier 2,Supermarket Type1,1882.22,21
FDS57,12.857645184135976,Low Fat,0.18,Snack Foods,141.65,OUT019,1985,Small,Tier 1,Grocery Store,429.44,40
FDR22,19.35,Regular,0.02,Snack Foods,110.55,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.96,28
FDB57,20.25,Regular,0.02,Fruits and Vegetables,222.08,OUT013,1987,High,Tier 3,Supermarket Type1,3113.28,38
FDA04,11.3,Regular,0.07,Frozen Foods,259.2,OUT013,1987,High,Tier 3,Supermarket Type1,5179.92,38
FDM09,11.15,Regular,0.14,Snack Foods,169.98,OUT010,1998,Medium,Tier 3,Grocery Store,169.78,27
NCQ38,12.857645184135976,Low Fat,0.02,Others,108.23,OUT019,1985,Small,Tier 1,Grocery Store,213.06,40
FDP52,18.7,Regular,0.07,Frozen Foods,229.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.91,16
DRK11,12.857645184135976,Low Fat,0.02,Hard Drinks,148.04,OUT019,1985,Small,Tier 1,Grocery Store,447.42,40
FDN40,5.88,Low Fat,0.09,Frozen Foods,153.0,OUT017,2007,Medium,Tier 2,Supermarket Type1,3691.2,18
FDV58,20.85,Low Fat,0.12,Snack Foods,196.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.96,26
DRA59,8.27,Regular,0.0,Soft Drinks,183.29,OUT017,2007,Medium,Tier 2,Supermarket Type1,2406.2,18
FDE23,17.6,Regular,0.05,Starchy Foods,47.31,OUT045,2002,Medium,Tier 2,Supermarket Type1,605.88,23
FDI08,18.2,Regular,0.07,Fruits and Vegetables,250.11,OUT045,2002,Medium,Tier 2,Supermarket Type1,4233.16,23
FDE09,12.857645184135976,Low Fat,0.04,Fruits and Vegetables,109.72,OUT019,1985,Small,Tier 1,Grocery Store,331.57,40
FDG09,20.6,Regular,0.05,Fruits and Vegetables,185.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.87,28
FDS57,15.5,Low Fat,0.1,Snack Foods,142.85,OUT013,1987,High,Tier 3,Supermarket Type1,1574.62,38
FDW15,15.35,Regular,0.06,Meat,146.57,OUT013,1987,High,Tier 3,Supermarket Type1,2375.57,38
FDH56,9.8,Regular,0.06,Fruits and Vegetables,117.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,2780.38,26
FDM36,11.65,Regular,0.06,Baking Goods,172.04,OUT017,2007,Medium,Tier 2,Supermarket Type1,1379.54,18
NCQ38,16.35,Low Fat,0.01,Others,104.53,OUT017,2007,Medium,Tier 2,Supermarket Type1,1065.28,18
DRE48,12.857645184135976,Low Fat,0.02,Soft Drinks,197.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,8868.46,40
FDP33,18.7,Low Fat,0.09,Snack Foods,256.47,OUT017,2007,Medium,Tier 2,Supermarket Type1,5369.01,18
FDI33,16.5,Low Fat,0.03,Snack Foods,92.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2097.94,28
FDO16,5.48,Low Fat,0.02,Frozen Foods,83.72,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15,28
FDW34,9.6,Low Fat,0.04,Snack Foods,241.32,OUT017,2007,Medium,Tier 2,Supermarket Type1,3645.26,18
FDM22,12.857645184135976,Regular,0.07,Snack Foods,52.36,OUT019,1985,Small,Tier 1,Grocery Store,53.26,40
NCO07,9.06,Low Fat,0.01,Others,211.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621.95,16
FDC44,15.6,Low Fat,0.17,Fruits and Vegetables,114.15,OUT045,2002,Medium,Tier 2,Supermarket Type1,1821.63,23
DRB48,16.75,Regular,0.02,Soft Drinks,37.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,589.23,26
NCV29,11.8,Low Fat,0.02,Health and Hygiene,177.07,OUT013,1987,High,Tier 3,Supermarket Type1,3022.07,38
FDE28,9.5,Regular,0.0,Frozen Foods,231.37,OUT013,1987,High,Tier 3,Supermarket Type1,5759.17,38
FDP49,9.0,Regular,0.07,Breakfast,55.96,OUT045,2002,Medium,Tier 2,Supermarket Type1,386.83,23
FDX59,10.195,Low Fat,0.05,Breads,34.56,OUT045,2002,Medium,Tier 2,Supermarket Type1,441.43,23
FDN60,15.1,Low Fat,0.1,Baking Goods,159.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.29,21
DRC36,13.0,Regular,0.04,Soft Drinks,176.21,OUT035,2004,Small,Tier 2,Supermarket Type1,1225.74,21
FDE02,12.857645184135976,Low Fat,0.21,Canned,92.28,OUT019,1985,Small,Tier 1,Grocery Store,469.39,40
NCU29,12.857645184135976,Low Fat,0.03,Health and Hygiene,144.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3661.9,40
NCQ17,10.3,Low Fat,0.2,Health and Hygiene,156.46,OUT010,1998,Medium,Tier 3,Grocery Store,312.93,27
DRD12,6.96,Low Fat,0.08,Soft Drinks,92.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1094.58,16
FDV45,16.75,Low Fat,0.05,Snack Foods,186.86,OUT013,1987,High,Tier 3,Supermarket Type1,2440.82,38
FDZ02,12.857645184135976,Regular,0.04,Dairy,97.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.73,40
FDW26,12.857645184135976,Regular,0.19,Dairy,220.48,OUT019,1985,Small,Tier 1,Grocery Store,444.75,40
FDN40,5.88,Low Fat,0.09,Frozen Foods,153.3,OUT013,1987,High,Tier 3,Supermarket Type1,2153.2,38
FDR19,12.857645184135976,Regular,0.16,Fruits and Vegetables,145.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,5978.22,40
FDD50,18.85,Low Fat,0.14,Canned,169.01,OUT035,2004,Small,Tier 2,Supermarket Type1,1860.25,21
NCD18,16.0,Low Fat,0.0,Household,228.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1612.57,28
FDA34,11.5,Low Fat,0.01,Starchy Foods,172.11,OUT013,1987,High,Tier 3,Supermarket Type1,2077.3,38
FDR33,7.31,Low Fat,0.03,Snack Foods,109.76,OUT045,2002,Medium,Tier 2,Supermarket Type1,1208.43,23
FDD39,16.7,Low Fat,0.07,Dairy,218.18,OUT046,1997,Small,Tier 1,Supermarket Type1,5193.24,28
FDR13,9.895,Regular,0.03,Canned,115.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.34,26
FDA39,12.857645184135976,Low Fat,0.01,Meat,37.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,1021.34,40
FDN01,8.895,Low Fat,0.0,Breakfast,178.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.06,28
FDU04,7.93,Low Fat,0.01,Frozen Foods,121.54,OUT035,2004,Small,Tier 2,Supermarket Type1,1340.26,21
FDV10,7.645,Regular,0.0,Snack Foods,41.71,OUT045,2002,Medium,Tier 2,Supermarket Type1,852.22,23
NCB30,14.6,Low Fat,0.03,Household,199.61,OUT045,2002,Medium,Tier 2,Supermarket Type1,3769.76,23
FDB38,12.857645184135976,Regular,0.03,Canned,159.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.42,40
FDB22,8.02,Low Fat,0.11,Snack Foods,155.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,1230.4,23
NCS30,5.945,Low Fat,0.09,Household,128.77,OUT046,1997,Small,Tier 1,Supermarket Type1,516.66,28
FDK14,6.98,Low Fat,0.04,Canned,82.89,OUT045,2002,Medium,Tier 2,Supermarket Type1,818.93,23
DRJ35,10.1,Low Fat,0.05,Hard Drinks,61.29,OUT046,1997,Small,Tier 1,Supermarket Type1,1272.34,28
FDX19,19.1,Low Fat,0.1,Fruits and Vegetables,232.7,OUT017,2007,Medium,Tier 2,Supermarket Type1,5375.0,18
FDX60,14.35,Low Fat,0.08,Baking Goods,80.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.34,16
FDS01,11.6,Low Fat,0.02,Canned,177.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,1777.69,23
NCT41,15.7,Low Fat,0.06,Health and Hygiene,151.9,OUT035,2004,Small,Tier 2,Supermarket Type1,1062.62,21
DRE27,11.85,Low Fat,0.13,Dairy,96.97,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.47,21
FDY45,17.5,Low Fat,0.03,Snack Foods,253.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,5086.71,26
FDB56,12.857645184135976,Regular,0.0,Fruits and Vegetables,188.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4693.89,40
FDS36,8.38,Regular,0.05,Baking Goods,107.96,OUT046,1997,Small,Tier 1,Supermarket Type1,2966.14,28
FDF59,12.5,Low Fat,0.07,Starchy Foods,125.7,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.04,26
FDD11,12.85,Low Fat,0.0,Starchy Foods,254.7,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.04,21
FDY40,15.5,Regular,0.09,Frozen Foods,48.17,OUT017,2007,Medium,Tier 2,Supermarket Type1,985.38,18
FDA13,12.857645184135976,Low Fat,0.14,Canned,38.85,OUT019,1985,Small,Tier 1,Grocery Store,37.95,40
NCX42,12.857645184135976,Low Fat,0.01,Household,162.95,OUT019,1985,Small,Tier 1,Grocery Store,822.26,40
FDJ46,11.1,Low Fat,0.04,Snack Foods,174.41,OUT035,2004,Small,Tier 2,Supermarket Type1,4027.42,21
FDH05,14.35,Regular,0.09,Frozen Foods,231.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.78,28
NCP50,17.35,Low Fat,0.02,Others,78.76,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.99,28
FDF28,12.857645184135976,Regular,0.04,Frozen Foods,125.1,OUT027,1985,Medium,Tier 3,Supermarket Type3,3859.64,40
FDN60,15.1,Low Fat,0.1,Baking Goods,157.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4436.89,16
FDD29,12.15,Low Fat,0.02,Frozen Foods,251.67,OUT013,1987,High,Tier 3,Supermarket Type1,6088.08,38
FDG58,10.695,Regular,0.09,Snack Foods,153.8,OUT017,2007,Medium,Tier 2,Supermarket Type1,2025.36,18
FDV15,12.857645184135976,Low Fat,0.15,Meat,105.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.62,40
FDV04,7.825,Regular,0.15,Frozen Foods,159.03,OUT013,1987,High,Tier 3,Supermarket Type1,1257.03,38
DRJ23,18.35,Low Fat,0.04,Hard Drinks,188.19,OUT013,1987,High,Tier 3,Supermarket Type1,3781.74,38
FDA11,12.857645184135976,Low Fat,0.04,Baking Goods,94.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1701.78,40
FDX16,17.85,Low Fat,0.07,Frozen Foods,149.1,OUT045,2002,Medium,Tier 2,Supermarket Type1,4643.96,23
NCA41,16.75,Low Fat,0.03,Health and Hygiene,191.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,3463.49,26
FDP36,10.395,Regular,0.09,Baking Goods,52.3,OUT013,1987,High,Tier 3,Supermarket Type1,2226.44,38
FDK16,9.065,Low Fat,0.12,Frozen Foods,97.01,OUT035,2004,Small,Tier 2,Supermarket Type1,856.88,21
FDD34,7.945,Low Fat,0.02,Snack Foods,161.32,OUT035,2004,Small,Tier 2,Supermarket Type1,2773.06,21
FDI56,7.325,Low Fat,0.16,Fruits and Vegetables,92.21,OUT010,1998,Medium,Tier 3,Grocery Store,91.21,27
NCO18,13.15,Low Fat,0.02,Household,177.57,OUT017,2007,Medium,Tier 2,Supermarket Type1,3910.91,18
FDB46,10.5,Regular,0.09,Snack Foods,211.92,OUT035,2004,Small,Tier 2,Supermarket Type1,4869.66,21
FDN38,6.615,Regular,0.09,Canned,251.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,3254.43,23
FDW47,15.0,Low Fat,0.05,Breads,123.84,OUT045,2002,Medium,Tier 2,Supermarket Type1,1340.26,23
FDQ08,12.857645184135976,Regular,0.03,Fruits and Vegetables,62.75,OUT019,1985,Small,Tier 1,Grocery Store,61.25,40
FDR44,6.11,Regular,0.1,Fruits and Vegetables,128.5,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.46,21
DRH23,14.65,Low Fat,0.17,Hard Drinks,56.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,1436.8,23
FDX01,10.1,Low Fat,0.02,Canned,116.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,1281.66,23
FDB05,12.857645184135976,Low Fat,0.08,Frozen Foods,245.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,4705.87,40
FDR08,18.7,Low Fat,0.04,Fruits and Vegetables,110.79,OUT046,1997,Small,Tier 1,Supermarket Type1,1334.26,28
FDZ36,6.035,Regular,0.07,Baking Goods,184.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,4660.6,18
FDI05,8.35,Regular,0.13,Frozen Foods,74.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1128.53,28
FDF24,15.5,Regular,0.03,Baking Goods,83.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,1883.55,26
FDZ48,17.75,Low Fat,0.08,Baking Goods,111.15,OUT017,2007,Medium,Tier 2,Supermarket Type1,1118.54,18
DRL37,12.857645184135976,Low Fat,0.05,Soft Drinks,44.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.76,40
FDM10,18.25,Low Fat,0.08,Snack Foods,214.12,OUT035,2004,Small,Tier 2,Supermarket Type1,1282.33,21
FDP11,12.857645184135976,Low Fat,0.12,Breads,216.12,OUT019,1985,Small,Tier 1,Grocery Store,435.43,40
FDQ04,6.4,Low Fat,0.08,Frozen Foods,39.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,701.75,26
FDR49,8.71,Low Fat,0.14,Canned,47.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,910.81,16
FDD35,12.857645184135976,Low Fat,0.03,Starchy Foods,120.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,3954.85,40
FDH41,12.857645184135976,Low Fat,0.14,Frozen Foods,213.55,OUT019,1985,Small,Tier 1,Grocery Store,430.11,40
FDO34,17.7,Low Fat,0.03,Snack Foods,169.78,OUT045,2002,Medium,Tier 2,Supermarket Type1,2013.38,23
FDL45,15.6,Low Fat,0.04,Snack Foods,124.17,OUT017,2007,Medium,Tier 2,Supermarket Type1,1877.56,18
NCC19,6.57,Low Fat,0.1,Household,192.38,OUT013,1987,High,Tier 3,Supermarket Type1,4247.8,38
FDY10,12.857645184135976,Low Fat,0.05,Snack Foods,113.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2404.87,40
NCV29,11.8,Low Fat,0.02,Health and Hygiene,176.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,533.31,26
FDC22,6.89,Regular,0.14,Snack Foods,195.08,OUT013,1987,High,Tier 3,Supermarket Type1,2703.15,38
NCP42,8.51,Low Fat,0.02,Household,194.25,OUT045,2002,Medium,Tier 2,Supermarket Type1,2324.97,23
NCX17,21.25,Low Fat,0.11,Health and Hygiene,231.23,OUT017,2007,Medium,Tier 2,Supermarket Type1,3029.39,18
NCO26,7.235,Low Fat,0.08,Household,116.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,2664.53,26
FDU45,12.857645184135976,Regular,0.06,Snack Foods,112.35,OUT019,1985,Small,Tier 1,Grocery Store,683.11,40
FDR34,17.0,Regular,0.02,Snack Foods,228.84,OUT049,1999,Medium,Tier 1,Supermarket Type1,4351.67,26
FDV35,19.5,Low Fat,0.13,Breads,155.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.89,16
FDS55,12.857645184135976,Low Fat,0.08,Fruits and Vegetables,146.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,4157.26,40
FDS28,8.18,Regular,0.08,Frozen Foods,56.16,OUT045,2002,Medium,Tier 2,Supermarket Type1,458.07,23
FDK15,10.8,Low Fat,0.1,Meat,100.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1488.06,21
NCP17,19.35,Low Fat,0.03,Health and Hygiene,65.62,OUT046,1997,Small,Tier 1,Supermarket Type1,830.92,28
NCE42,21.1,Low Fat,0.0,Household,233.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,2103.26,16
FDA14,16.1,Low Fat,0.07,Dairy,145.08,OUT049,1999,Medium,Tier 1,Supermarket Type1,1904.19,26
FDF57,12.857645184135976,Regular,0.1,Fruits and Vegetables,169.94,OUT019,1985,Small,Tier 1,Grocery Store,170.44,40
NCV54,12.857645184135976,Low Fat,0.06,Household,119.31,OUT019,1985,Small,Tier 1,Grocery Store,474.05,40
FDR10,17.6,Low Fat,0.02,Snack Foods,163.46,OUT010,1998,Medium,Tier 3,Grocery Store,649.82,27
FDT58,9.0,Low Fat,0.09,Snack Foods,167.08,OUT017,2007,Medium,Tier 2,Supermarket Type1,1342.25,18
